,,,,,,,,
Item OCLC Number,Title,Author Name,LHR Item Call Number,Conspectus Subject,Publisher Name,Publication Date,Circulation Activity Count,URL
1465540977,Modern business correspondence /,"McComas, Donna C.; Satterwhite, Marilyn L.",651.750711 Ma129M, Business Communication,"McGraw-Hill,",1993,0,https://libswu.on.worldcat.org/oclc/1465540977
1465540977,Modern business correspondence /,"McComas, Donna C.; Satterwhite, Marilyn L.",651.750711 Ma129M  c.3, Business Communication,"McGraw-Hill,",1993,0,https://libswu.on.worldcat.org/oclc/1465540977
1465542567,Model business letters /,Ijas.,651.752 Ij25M, Business Communication,"CSA,",1995,0,https://libswu.on.worldcat.org/oclc/1465542567
1465551534,Communication for business and secretarial students /,"Woolcott, Lysbeth A.; Unwin, Wendy Rosemary.",651.7 Wo913C, Business Communication,"Macmillan,",1976,0,https://libswu.on.worldcat.org/oclc/1465551534
1465556024,"La correspondance ;personnelle, administrative commerciale /","Grand, Odile.; Mikles, Clement.",651.75 Gr751C, Business Communication,"CLE International,",1994,0,https://libswu.on.worldcat.org/oclc/1465556024
1465560191,"The encyclopedia of business letters, fax memos, and e-mail /","Bly, Robert W.",651.75 Bl661E 2007, Business Communication,"Pentagon Press,",2007,0,https://libswu.on.worldcat.org/oclc/1465560191
1465563943,Communicating through letters and reports /,"Menning, J. H.; Wilkinson, C. W.",651.74 Me548C, Business Communication,"Richard D. Irwin,",1972,0,https://libswu.on.worldcat.org/oclc/1465563943
1465563997,The complete customer service letter book /,"Werz, Edward W.; Germain, Sally.",651.75 We499C, Business Communication,"McGraw-Hill,",1993,0,https://libswu.on.worldcat.org/oclc/1465563997
1465649839,A study of learning styles of students enrolled in one business English class at the university level /,"Pat Watanasin.; Amporn Srisermbhok.,",651.7 Pa294S  c.3, Business Communication,N/A,2004,0,https://libswu.on.worldcat.org/oclc/1465649839
25027418,Classroom communication :principles and practice /,"Civikly, Jean M.",371.1022 Ci582C, Communication in Education,"Wm. C. Brown,",1992,0,https://libswu.on.worldcat.org/oclc/25027418
42649571,Talk matters :refocusing the language of public schooling /,"Fennimore, Beatrice Schneller.",370.14 Fe337T, Communication in Education,"Teachers College Press,",2000,0,https://libswu.on.worldcat.org/oclc/42649571
47283130,Communication for teachers /,"Chesebro, Joseph L.McCroskey, James C.",371.1022 Co734(5), Communication in Education,"Allyn and Bacon,",2002,0,https://libswu.on.worldcat.org/oclc/47283130
762991670,Managing effective relationships in education /,"Cardno, Carol E. M.",371.1022 Ca267M, Communication in Education,"SAGE,",2012,0,https://libswu.on.worldcat.org/oclc/762991670
51239768,Eboy :HELLO /,eBoy (Artists' group),741.59 Eb16, Computer Art. Digital Art,"Laurence King,",2002,0,https://libswu.on.worldcat.org/oclc/51239768
56809770,Internet art /,"Greene, Rachel.",776 Gr811R 2004, Computer Art. Digital Art,"Thames & Hudson,",2004,0,https://libswu.on.worldcat.org/oclc/56809770
61463703,The digital canvas :discovering the art studio in your computer /,"Raimes, Jonathan.",776 Ra153D, Computer Art. Digital Art,"Abrams,",2006,0,https://libswu.on.worldcat.org/oclc/61463703
258073613,Digital art :its art and science /,"Wong, Yue-Ling.",006.5 Wo872D, Computer Art. Digital Art,"Prentice Hall,",2009,0,https://libswu.on.worldcat.org/oclc/258073613
766326839,"Digital art techniques for illustrators & artists :the essential guide to creating digital illustration and artworks using Photoshop, Illustrator and other software /","Lardner, Joel.; Roberts, Paul.",776 La321D 2012, Computer Art. Digital Art,"A & C Black,",2012,0,https://libswu.on.worldcat.org/oclc/766326839
809124302,Awakening :the art of Halo 4 /,"Davies, Paul.; Microsoft Studios (Firm)Xbox Game StudiosBungie (Firm),",776.4 Da257A 2012, Computer Art. Digital Art,"Titan Books,",2012,0,https://libswu.on.worldcat.org/oclc/809124302
860118744,เปิดโลกศิลปะ /,"กริฟฟิท, แมรี.; นุชนาฏ เนตรประเสิฐศรี.",709 ด517ป 2551, Computer Art. Digital Art,"นานมีบุ๊คส์พับลิเคชั่นส์,",2008,0,https://libswu.on.worldcat.org/oclc/860118744
885172777,The art of God of War :Ascension.,N/A,776.6 Ar784 2013, Computer Art. Digital Art,"Bluecanvas, Inc.,",2013,0,https://libswu.on.worldcat.org/oclc/885172777
1465477926,Digital painting techniques.,N/A,776 Di574  v.2, Computer Art. Digital Art,"3D Total.com,",2011,0,https://libswu.on.worldcat.org/oclc/1465477926
1465508487,Creative revolution 2.0 :2014 Taipei international conference on animation and new media /,Taipei International conference on animation and new media; Guo li Taiwan yi shu da xue.,895.1 ส645ส51 2554, Computer Art. Digital Art,"National Taiwan University of Arts],",2015,0,https://libswu.on.worldcat.org/oclc/1465508487
8280051,What computers can do /,"Spencer, Donald D.",004.1 Sp745W," Digital Computers, General","Camelot Pub. Co.,",1982,0,https://libswu.on.worldcat.org/oclc/8280051
