,,,,,,,,,
OCLC Number,Title,Author Name,Publisher Name,Publication Date,Title ISSN,Title eISSN,Conspectus Subject,Material Subformat,URL
54030158,"Warts :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.","ICON Health Publications,",2003,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54030158
54030818,"Baldness :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.,","ICON Health,",2003,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54030818
54040398,"Albinism :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, Philip M.Parker, James N.","ICON Health Publications,",2003,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54040398
54072128,Psoriasis :a patient's guide /,"Lowe, N. J.","Martin Dunitz ;Distributed in the USA by Fulfilment Center, Taylor and Francis,",2003,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54072128
54446127,"Dermatitis :a medical dictionary, bibliography, and annotated research guide to internet references /","Parker, James N.Parker, Philip M.,","ICON Health Publications,",2003,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54446127
54451236,"Head lice :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, Philip M.Parker, James N.","ICON Health Publications,",2004,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54451236
54465407,"Impetigo :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.,","ICON Health Publications,",2004,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54465407
54468382,"Cellulitis :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, Philip M.Parker, James N.","ICON Health Publications,",2003,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54468382
54482917,"Rosacea :a medical dictionary, bibliography and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.","ICON Health Publications,",2004,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54482917
54483823,"Scabies :a medical dictionary, bibliography and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.","ICON Health Publications,",2004,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/54483823
437078579,Toxicology of Contact Hypersensitivity.,"Kimber, Ian.; Maurer, T.","CRC Press,",1996,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/437078579
507645252,Clinical medicine.,N/A,Libertas Academica,2008,N/A,1178-6582, Dermatologic Diseases,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/507645252
774440334,Advances in psoriasis & inflammatory skin diseases.,N/A,Remedica Medical Education and Publishing,2009,N/A,2041-2533, Dermatologic Diseases,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/774440334
861536292,Disorders of the hair and scalp /,"Sinclair, Rodney D.; Jolliffe, Vicky.","Health Press,",2013,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/861536292
891327273,Skin diseases :nutrition and metabolism /,"Urbach, Erich,; LeWinn, Edward B.","William Heinemann (Medical Books) Ltd.,",1946,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/891327273
904402951,Animal Models of Human Inflammatory Skin Diseases.,"Chan, Lawrence S.","CRC Press,",2003,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/904402951
946106476,Fast facts :,"Layton, Alison M.,; Thiboutot, Diane,Bettoli, Vincenzo,","Health Press,",2016,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/946106476
958563183,Latex Intolerance.,"Kelly, Laurie.; Maibach, Howard I.","CRC Press,",2004,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/958563183
1046066009,Dermatological reviews.,N/A,"John Wiley & Sons, Ltd.,",2019,N/A,2637-7489, Dermatologic Diseases,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1046066009
1066409343,Morgellon's Syndrome.,"Conroy, David,; CRC Press LLC.",CRC Press LLCTaylor & Francis Group [distributor],2018,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/1066409343
1076387329,Kompass Dermatologie.,N/A,Karger,2013,N/A,2296-536X, Dermatologic Diseases,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1076387329
1104059250,AUTOIMMUNITY IN PSORIASIS,N/A,"CRC Press,",2019,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/1104059250
1112671690,Prevention of pressure sores :engineering and clinical aspects /,"Webster, John G.,","Taylor & Francis,",1991,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/1112671690
1457222577,Dermato mag.,N/A,John Libbey Eurotext Ltd.,2013,N/A,2272-057X, Dermatologic Diseases,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1457222577
1515227600,Dermatopathology :Foundations in Diagnostic Pathology /,"Busam, Klaus J.Gerami, Pedram","Elsevier,",2025,N/A,N/A, Dermatologic Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/1515227600
40718918,Dermatologic clinics.,N/A,W.B. Saunders Co.,1983,N/A,1558-0520, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/40718918
43895339,Dermatologic therapy.,"North American Clinical Dermatologic Society,",Blackwell ScienceJohn Wiley & Sons,1996,N/A,1529-8019, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/43895339
45425500,Australasian journal of dermatology.,"Australasian College of Dermatologists,",Blackwell Science,1967,N/A,1440-0960, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/45425500
51813706,Telemedicine and teledermatology /,"Burg, Günter.","Karger,",2003,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/51813706
53455831,"Childhood rashes :a medical dictionary, bibliography and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.","ICON Health Publications,",2003,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/53455831
54442579,"Dermatology :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.,","ICON Health Publications,",2003,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/54442579
55072324,Current medical literature.,N/A,Current Medical Literature,1996,N/A,1759-8087, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/55072324
184745576,Australasian journal of dermatology.,Australasian College of Dermatologists.,Blackwell Science,1999,N/A,1440-0960, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/184745576
222771324,Journal of the European Academy of Dermatology and Venereology.,European Academy of Dermatology and Venereology.Elsevier Science (Firm),Elsevier Science Pub. Co.,1900,N/A,N/A, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/222771324
427393856,Case reports in dermatology.,N/A,Karger,2009,N/A,1662-6567, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/427393856
437060233,"Dermatotoxicology, Sixth Edition.","Zhai, Hongbo.; Maibach, Howard I.","CRC Press,",2004,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/437060233
441471932,Egyptian dermatology online journal.,Egyptian Society of Dermatology and Venereology.,Egyptian Dermatology Online Journal,2005,N/A,1687-3831, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/441471932
456168976,Dermatology research and practice.,N/A,"Hindawi Pub. Corp.,",2009,N/A,1687-6113, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/456168976
475651034,Journal of dermatological case reports.,N/A,"[Spejaliści Dermatolodzy],",2007,N/A,1898-7249, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/475651034
610965717,Dermatology reports.,N/A,PAGEPress,2009,N/A,2036-7406, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/610965717
643440068,Dermatologica Sinica.,"Taiwan pi fu ke yi xue hui,Taiwan yan jiu pi fu ke xue hui,","Taiwanese Dermatological Association,",2010,N/A,2223-330X, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/643440068
702331445,Dermatology research and practice.,N/A,"Hindawi Pub. Corp.,",2009,N/A,1687-6105, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/702331445
742050343,Current dermatology reports.,N/A,"Springer, US,",2012,N/A,2162-4933, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/742050343
746949176,Indian dermatology online journal.,"Indian Association of Dermatologists, Venereologists, and Leprologists.",Medknow Publications Pvt. Ltd.,2010,N/A,2249-5673, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/746949176
748802064,ISRN dermatology.,International Scholarly Research Network.,[Hindawi Publishing Corporation],2011,N/A,2090-4606, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/748802064
762032734,Clinical medicine insights.,N/A,Libertas Academica,2010,N/A,1179-5492, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/762032734
763831720,Case reports in dermatological medicine.,"Hindawi Publishing Corporation,","Hindawi Pub. Corp.,",2011,N/A,2090-6471, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/763831720
807954435,Fitzpatrick's dermatology in general medicine /,"Goldsmith, Lowell A.,Fitzpatrick, Thomas B.","McGraw-Hill Medical,",2012,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/807954435
840897784,Dermatology and therapy.,N/A,"Springer,Springer Healthcare Communications",2011,N/A,2190-9172, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/840897784
882560657,Applied dermatotoxicology :clinical aspects /,"Maibach, Howard I.,; Honari, Golara,","Academic Press Inc.,",2014,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/882560657
885570352,Dermatopathology.,"European Society of Dermatopathology,","Karger AG,MDPI",2014,N/A,2296-3529, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/885570352
891144933,An atlas of the commoner skin diseases :with 139 plates reproduced by direct colour photography from the living subject /,"Semon, Henry C.","John Wright & Sons,",1947,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/891144933
891565395,An atlas of the commoner skin diseases :with 147 plates reproduced by direct colour photography from the living subject /,"Semon, Henry C.; Moritz, Arnold.","John Wright & Sons Ltd.,",1953,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/891565395
891571840,An atlas of the commoner skin diseases :with 120 plates reproduced by direct colour photography from the living subject /,"Semon, Henry C.; Moritz, Arnold.","John Wright & Sons Ltd.,",1940,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/891571840
891572814,An atlas of the commoner skin diseases :with 153 plates reproduced by direct colour photography from the living subject /,"Semon, Henry C.; Wilson, Harold T. H.,Moritz, Arnold.","John Wright & Sons Ltd.,",1957,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/891572814
893738802,Diseases of the Skin.,"Sequeira, James H.","Butterworth & Co. (India) Ltd.,",1915,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/893738802
932048664,International journal of women's dermatology.,N/A,Women's Dermatologic SocietyWolters Kluwer,2015,N/A,2352-6475, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/932048664
956998895,Nanoscience in dermatology /,"Hamblin, Michael R.Avci, Pinar.Prow, Tarl W.","Academic Press,",2016,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/956998895
993489759,Türkiye klinikleri kozmetik dermatoloji özel.,N/A,"Ortadogu Reklam Tanitim Yayincilik,",2008,N/A,2146-8664, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/993489759
999645091,"Fitzpatrick's Color Atlas and Synopsis of Clinical Dermatology, 8e /","Wolff, Klaus,; Johnson, Richard Allen,Saavedra, Arturo P.,Roh, Ellen,","McGraw-Hill Education LLC.,",2017,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/999645091
1001982891,Indian journal of dermatopathology and diagnostic dermatology.,"Dermatopathology Society of India,Indian Association of Dermatologists, Venereologists, and Leprologists,","Wolters Kluwer - Medknow,",2014,N/A,2349-6029, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1001982891
1002009246,Clinical dermatology /,"Hordinsky, Maria K.,Soutor, Carol.,","McGraw-Hill Education/Lange Medical Books,",2013,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1002009246
1012838403,Skin Tissue Models /,"Marques, Alexandra P.,Reis, Rui L.,Pirraco, Rogério P.,Cerqueira, Mariana,","Academic Press,",2017,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1012838403
1014362262,Health Risk Assessment Dermal and Inhalation Exposure and Absorption of Toxicants /,"Wang, Rhoda G. M.,Knaak, James B.,Maibach, Howard I.,","CRC Press,",2017,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1014362262
1020003956,Ferri's Fast facts in dermatology :a practical guide to skin diseases and disorders /,"Ferri, Fred F.,Fitzpatrick, James E.,Prok, Lori D.,","Elsevier,",2019,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1020003956
1048010472,Skin Moisturization.,"Leyden, James J.; Rawlings, Anthony V.","CRC Press,",2002,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1048010472
1048366226,Toxicology of Skin.,"Maibach, Howard I.","CRC Press,",2001,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1048366226
1058463060,"Lymphocyte Homing to the Skin :Immunology, Immunopathology, and Therapeutic Perspectives.","Boehncke, Wolf-Henning.","CRC Press,",2004,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1058463060
1058517924,Dermatotoxicology.,"Wilhelm, Klaus Peter.; Zhai, Hongbo.Maibach, Howard I.","CRC Press,",2007,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1058517924
1073083350,Pesticide dermatoses /,"Penagos, Homero,O'Malley, Alanna,Maibach, Howard I.,","CRC Press, an imprint of Taylor and Francis,",2000,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1073083350
1099692389,Buruli ulcer :mycobacterium ulcerans disease /,"Pluschke, Gerd,Röltgen, Katharina,","Springer,",2019,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1099692389
1100625170,Dermatotoxicology methods :the laboratory worker's vade mecum /,"Marzulli, Francis Nicholas,Maibach, Howard I.","CRC Press,",2019,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1100625170
1104055655,DERMAL IMMUNE SYSTEM,"Nickoloff, Brian J.,","CRC Press,",2019,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1104055655
1117880078,Indian Journal of Drugs in Dermatology,"Indian Association of Dermatologists, Venereologists, and Leprologists,","Wolters Kluwer Medknow,",2015,N/A,2455-3972, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1117880078
1132359277,Case studies in immunology :a clinical companion : pemphigus vulgaris /,"Geha, Raif S.,; Rosen, Fred S.","Garland Science,",2010,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1132359277
1191068182,Handbook of mouse mutations with skin and hair abnormalities :animal models and biomedical tools /,"Sundberg, John P.,","CRC Press,",2020,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1191068182
1247688474,Clinical dermatology review.,"Indian Association of Dermatologists, Venereologists, and Leprologists.","Wolters Kluwer - Medknow Publications,",2017,N/A,2542-5528, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1247688474
1256595932,JEADV clinical practice.,"John Wiley & Sons, Ltd.,European Academy of Dermatology and Venereology,","John Wiley and Sons Ltd.,",2022,N/A,2768-6566, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1256595932
1259528693,Procedural dermatology /,"Avram, Marc R.Avram, Mathew M.Ratner, Desiree.","McGraw-Hill Education,",2015,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1259528693
1264895086,Ethnic dermatology  :clinical problems and skin pigmentation /,"Archer, Clive B.; Archer, Clive B.","Informa Healthcare :Distributed in North and South America by Taylor & Francis,",2008,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1264895086
1290114370,Toxicology of the skin /,"Monteiro-Riviere, Nancy A.","Informa Healthcare,",2010,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1290114370
1316186302,Dermal absorption and toxicity assessment /,"Roberts, Michael S.,Walters, Kenneth A.,","Informa Healthcare,",2008,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1316186302
1339310346,Portuguese journal of dermatology and venereology,"Sociedade Portuguesa de Dermatologia e Venereologia,",Permanyer,2022,N/A,2795-5001, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1339310346
1350965095,Dermatological nursing :a practical guide on career pathways /,"Penzer-Hick, Rebecca,","S. Karger,",2022,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1350965095
1397922827,"Procedures in cosmetic dermatology :lasers, lights, and energy devices /","Tanzi, Elizabeth L.,Dover, Jeffrey S.,Spring, Leah K.,","Elsevier Inc.,",2023,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1397922827
1419973222,Cosmetic procedures in skin of color /,"Alexis, Andrew F.,","Elsevier,",2025,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1419973222
1440483645,Berkala ilmu kesehatan kulit dan kelamin.,"Universitas Airlangga,",Universitas Airlangga,1989,N/A,2549-4082, Dermatology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1440483645
1451078035,Lookingbill and Marks' principles of dermatology /,"Marks, James G.,; Miller, Jeffrey J.Hollins, L. Claire,","Elsevier,",2025,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1451078035
1452588200,Active peptides for skin care /,"Ding, Wenfeng,; Hua xue gong ye chu ban she.","Academic Press, an imprint of Elsevier,",2025,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1452588200
1465599787,Litt's drug eruptions & reactions manual :D.E.R.M. /,"Litt, Jerome Z.","CRC Press,",2013,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1465599787
1478245686,Taylor and Kelly's dermatology for skin of color /,"Taylor, Susan C.,Lim, Henry W.,","McGraw Hill,",2026,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1478245686
1482677514,Dermatopathology /,"Busam, Klaus J.,Gerami, Pedram,","Elsevier,",2025,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1482677514
1493370970,Dermatopathology /,"McCalmont, Timothy H.,Tetzlaff, Michael,Williams, Erik A.,Mirza, Amar,","Elsevier,",2025,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1493370970
1506398601,Dermatoses in skin of color /,"Yesudian, Paul Devakar,; Yesudian, Patrick,Yesudian, Rohan Isaac,","S. Karger,",2025,N/A,N/A, Dermatology,EBOOKS,https://libswu.on.worldcat.org/oclc/1506398601
49827566,Journal of cosmetic dermatology.,"European Society for Cosmetic & Aesthetic Dermatology,","Blackwell Science,John Wiley & Sons Ltd.",2002,N/A,1473-2165," Dermatology - Examination, Diagnosis & Therapeutic",EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/49827566
54030722,"Botox :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, James N.Parker, Philip M.,","ICON Health,",2003,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/54030722
54037965,"Accutane :a medical dictionary, bibliography, and annotated research guide to Internet references /","Parker, Philip M.Parker, James N.","ICON Health Publications,",2003,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/54037965
955016894,Imaging in dermatology /,"Hamblin, Michael R.,Avci, Pinar,Gupta, Gaurav K.,","Academic Press is an imprint of Elsevier,",2016,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/955016894
1085348571,Treatment in dermatology /,"Leppard, Barbara,; Ashton, Richard","CRC Press,",2018,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/1085348571
1259528973,Guidebook to dermatologic diagnosis /,"Burgin, Susan,","McGraw-Hill,",2021,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/1259528973
1264941164,Bioengineering of the skin  :skin imaging and analysis /,"Wilhelm, Klaus-Peter.; ebrary, Inc.","Informa Healthcare,",2006,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/1264941164
1352015821,"Lasers, lights, and energy devices /","Tanzi, Elizabeth L,Dover, Jeffrey S.,Spring, Leah K.,Alam, Murad,","Elsevier,",2023,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/1352015821
1511133729,Systemische Therapie in Der Dermatologie,N/A,S Karger Ag,2012,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/1511133729
1512435960,Small's practical guide to botulinum toxin procedures /,"Small, Rebecca,","Wolters Kluwer,",2024,N/A,N/A," Dermatology - Examination, Diagnosis & Therapeutic",EBOOKS,https://libswu.on.worldcat.org/oclc/1512435960
1295641384,Atopic dermatitis :inside out or outside in /,"Chan, Lawrence S.,Shi, Vivian Y.,","Elsevier,",2023,N/A,N/A, Diseases Assoc. with Hypersensitivity. Dermatitis,EBOOKS,https://libswu.on.worldcat.org/oclc/1295641384
38866515,Genetic epidemiology.,"American Society of Human Genetics,International Genetic Epidemiology Society,","[Alan R. Liss] :Wiley-Liss, Inc.,Wiley-Liss, Inc.Wiley-Liss, Inc.",1984,N/A,1098-2272, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/38866515
53976904,HIV/AIDS in Latin American Countries :the Challenges Ahead.,"Garcia-Abreu, Anabela,Noguer, Isabel,Cowgill, Karen,","World Bank,",2003,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/53976904
54029709,HIV/AIDS in Georgia :addressing the crisis /,"Gotsadze, Tamar,; Chawla, Mukesh.Chkatarashvili, Ketevan,","World Bank,",2004,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/54029709
56052072,Truck drivers and casual sex :an inquiry into the potential spread of HIV/AIDS in the Baltic Region /,"Kulis, Marzena,","World Bank,",2004,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/56052072
56125927,HIV/AIDS treatment and prevention in India :modeling the costs and consequences /,"Over, A. Mead.; World Bank.","World Bank,",2004,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/56125927
56714629,Emerging themes in epidemiology.,BioMed Central Ltd.,"BioMed Central,",2004,N/A,1742-7622, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/56714629
61482004,Medical epidemiology /,"Greenberg, Raymond S.","Lange Medical Books/McGraw-Hill, Medical Pub. Division,",2005,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/61482004
162572892,Handbook of biosurveillance /,"Wagner, Michael M.Moore, Andrew W.,Aryel, Ron M.","Academic Press,",2006,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/162572892
